"Michael Devoe","Georgia Tech",ACC,30,82.7,103.4,27.1,53.8,56.26,2.4,14.1,19.8,17.4,83,113,0.735,127,236,0.538,66,184,0.359,1.3,2.3,26.9,Sr,6-5,0,3.64297,116.098,2.4,2022,66200,all,90.0,1.11491181,93,150,33,85,0.6200,0.3882,0,0,,,102.649,97.4242,3.54985,190.088,3.29789,2.57862,0.719276,5.12986,34.4839,4.30393,0.825931,0.6774,4.2258,4.9032,3.1290,1.3871,0.3871,17.8387,"Combo G",10.3612
"Diego Willis","Stephen F. Austin",WAC,20,16,98.2,12.2,45.1,46.11,2,8.5,7.6,15.4,3,5,0.6,2,6,0.333,11,35,0.314,0,2.2,12.2,Sr,6-4,25,0.0167983,85.9097,3.3,2022,66201,all,,1.50000000,0,1,2,5,0.0000,0.4000,0,0,,,100.66,103.568,0.738676,30.1452,-2.10713,-0.84493,-1.2622,-2.92715,8.7500,-2.74463,-0.182522,0.1250,0.5833,0.7083,0.3750,0.2917,0.0000,2.0417,"Scoring PG",10.9079
"Joey Baker",Duke,ACC,34,26.6,111.8,17.2,55.9,58.48,2.7,8,5.6,15.1,21,27,0.778,21,44,0.477,30,74,0.405,0.2,2.2,22.9,Sr,6-6,13,1.0336,110.405,4,2022,66202,all,93.6,0.77786174,14,23,7,21,0.6087,0.3333,1,2,0.5000,,102.32,97.3583,1.23894,64.8904,2.64362,3.50539,-0.861767,1.63139,11.9412,1.11272,0.518675,0.2647,0.9118,1.1765,0.4118,0.4412,0.0294,4.5000,"Wing G",10.6975
"Blake Preston",Liberty,ASun,28,31.3,108,25.9,57.5,57.16,15.4,23.8,15.8,18.6,22,42,0.524,69,119,0.58,0,1,0,2.9,1.3,35,Jr,6-9,32,1.31678,113.654,5.2,2022,66205,all,,0.81080852,65,103,6,23,0.6311,0.2609,20,20,1.0000,,95.4569,96.7751,1.42422,79.6275,1.14615,-0.455842,1.60199,1.37203,13.7419,0.448425,0.923609,1.7097,2.9677,4.6774,0.9677,0.2903,0.3548,6.0000,C,0.160628
"Myles Dread","Penn St.",B10,31,66.6,115.9,12.2,57.9,58.44,2.1,9.7,10,14.5,10,15,0.667,9,23,0.391,55,135,0.407,0.3,2.4,9.5,Sr,6-4,2,1.94338,106.387,3.3,2022,66208,all,67.4,1.86965889,4,10,5,13,0.4000,0.3846,0,0,,,103.785,96.7527,2.83072,134.459,4.46476,2.23606,2.22869,3.29857,26.9677,0.337601,2.96097,0.4516,2.2258,2.6774,1.3871,1.0000,0.0645,6.2258,"Combo G",10.3548
"Ryan Young",Northwestern,B10,30,42.5,109.6,26.4,55.5,58.57,10,18.8,12.3,15.3,67,100,0.67,100,177,0.565,1,6,0.167,2.4,1.2,54.6,Jr,6-10,15,2.15484,121.862,4.5,2022,66209,all,31.0,0.78382907,80,126,20,51,0.6349,0.3922,2,2,1.0000,,101.313,96.1916,1.84089,97.5247,1.96523,1.14385,0.821388,2.80535,17.0968,2.28086,0.524488,1.5484,2.6774,4.2258,0.9355,0.3548,0.3226,8.9677,PF/C,0.674287
"Miller Kopp",Indiana,B10,35,62.1,96.5,13.7,45.6,49.39,1.6,9.8,7.5,15.7,32,37,0.865,30,86,0.349,39,108,0.361,1.2,1,19.1,Jr,6-7,12,0.480239,90.9381,2.6,2022,66210,all,77.0,1.15618509,6,10,24,75,0.6000,0.3200,1,1,1.0000,,101.514,95.8444,2.71809,137.58,1.56686,0.140791,1.42607,0.227064,25.1143,-1.01673,1.24379,0.3429,2.2000,2.5429,1.0571,0.4286,0.2571,5.9714,"Wing G",7.23306
"Luther Muhammad","Arizona St.",P12,30,45.8,80.7,19.3,35.5,39.04,1.1,11.7,11.5,13.2,24,29,0.828,42,103,0.408,16,83,0.193,0.2,2.7,15.6,Jr,6-3,1,-0.0520696,84.5752,2.4,2022,66211,all,84.4,1.36001435,18,39,24,64,0.4615,0.3750,0,0,,,98.2263,93.3061,2.23604,106.909,-1.38113,-2.50893,1.12779,-1.47704,19.2333,-3.28022,1.80319,0.2000,2.0667,2.2667,1.1333,0.8667,0.0333,5.2000,"Combo G",8.469
"Pete Nance",Northwestern,B10,29,65.5,113.4,25.3,56,58.43,4.3,22.9,22.1,12.7,58,76,0.763,119,233,0.511,42,92,0.457,5,0.7,23.4,Sr,6-10,22,3.6703,124.421,3.1,2022,66212,all,82.6,1.84086734,44,70,75,163,0.6286,0.4601,11,14,0.7857,,99.9882,95.0505,3.03737,158.187,6.80984,3.54588,3.26396,8.61425,27.2333,6.32629,2.28796,1.0667,5.4000,6.4667,2.7000,0.3000,1.1333,14.5667,PF/C,6.70856
"Justin Ahrens","Ohio St.",B10,32,50,105,13.1,51.5,53.67,1,12.2,6.9,16.1,18,24,0.75,1,6,0.167,45,127,0.354,0.2,0.9,18,Sr,6-6,10,0.944903,98.9837,2.6,2022,66213,all,50.4,1.13629090,1,3,0,3,0.3333,0.0000,0,0,,,106.733,100.991,1.83061,95.7296,1.97115,2.43435,-0.463201,0.546293,20.1562,0.785889,-0.239596,0.1562,2.1875,2.3438,0.7812,0.2812,0.0312,4.8438,"Wing G",12.1767
"Myreon Jones",Florida,SEC,33,67.3,99.1,17,47.1,49.3,1.7,10.1,11.2,16.4,31,42,0.738,30,68,0.441,62,193,0.321,0.6,2.8,16.1,Sr,6-3,0,1.39094,99.8241,1.6,2022,66215,all,64.2,1.20936299,15,26,15,42,0.5769,0.3571,5,5,1.0000,,100.981,97.3748,2.886,152.632,2.1448,1.72469,0.420109,2.26067,27.9394,1.08707,1.17359,0.4242,2.3333,2.7576,1.5758,1.3030,0.1515,8.3939,"Combo G",12.4942
"John Knight III","Southern Utah",BSky,32,81.9,102.6,25.9,53.7,56.58,4,11.6,24.6,23.1,115,180,0.639,162,299,0.542,7,22,0.318,1.7,3.4,56.1,Sr,6-3,3,2.49726,107.33,3,2022,66218,all,,1.23686956,120,199,42,100,0.6030,0.4200,28,31,0.9032,,100.562,102.748,2.79962,221.273,2.07147,0.754604,1.31687,2.03399,32.6176,1.23532,0.798675,1.0882,3.1765,4.2647,4.1471,1.9412,0.5294,14.5588,"Scoring PG",1.17805
"Jules Bernard",UCLA,P12,35,73.8,115.3,20.7,49.9,54.96,3.1,15.4,10.6,9.4,99,121,0.818,91,185,0.492,56,166,0.337,0.8,1.9,34.5,Sr,6-7,1,3.69903,121.468,2.2,2022,66219,all,89.2,1.76477249,48,75,43,110,0.6400,0.3909,1,3,0.3333,,96.6455,92.3601,3.58724,189.386,6.20369,4.57342,1.63028,6.30503,30.0571,4.37842,1.92661,0.8286,3.8571,4.6857,1.7143,0.9714,0.2000,12.8286,"Wing G",9.51554
"Kyle Lofton","St. Bonaventure",A10,29,86.8,101.4,22.3,44.6,49.79,2.3,8.7,27.6,18.5,80,98,0.816,102,225,0.453,28,98,0.286,0.3,3.2,30.3,Sr,6-3,0,3.01536,108.067,2,2022,66221,all,,2.17106131,49,90,53,135,0.5444,0.3926,1,1,1.0000,,100.36,98.4337,3.84377,199.639,1.72427,1.65279,0.0714761,1.95075,38.4483,0.688655,1.26209,0.7241,2.8276,3.5517,5.6897,2.0690,0.1034,12.6897,"Scoring PG",5.3082
"Kenneth Nwuba",UCLA,P12,20,9,102.9,11.5,66.7,63.83,6.2,10.3,5.2,28.8,4,8,0.5,10,15,0.667,0,0,0,5.5,0.5,53.3,Jr,6-10,14,0.157396,92.5001,7.5,2022,66222,all,51.0,0.57142859,9,14,1,1,0.6429,1.0000,4,4,1.0000,,98.5729,94.8764,0.717101,21.2031,2.97093,-0.780864,3.7518,-1.00049,6.4000,-4.00548,3.00499,0.3500,0.5500,0.9000,0.2000,0.0500,0.3000,1.2000,C,0
"Ben Harvey","Southern Illinois",MVC,5,5.1,63.9,15.1,30,30,4.2,8.8,15.2,34.4,0,0,0,0,3,0,2,7,0.286,3.8,0,0,Jr,6-5,10,-1.17098,57.7079,3.9,2022,66223,all,,1.16670001,0,3,0,0,0.0000,,0,0,,,102.58,105.44,0.928315,8.59257,-6.20408,-6.84339,0.639307,-7.98076,12.8333,-6.13835,-1.84241,0.3333,1.6667,2.0000,1.1667,0.0000,0.3333,2.0000,"Scoring PG",7.25148
"Jordan McCabe",UNLV,MWC,30,74.5,101.1,15.6,42.3,45.02,1,5.7,29.9,18.2,25,34,0.735,26,72,0.361,38,124,0.306,0.3,2.1,17.3,Sr,6-0,5,1.33661,97.8745,2.4,2022,66225,all,77.4,3.36353392,5,22,21,50,0.2273,0.4200,0,0,,,103.7,101.637,2.75003,142.213,0.613098,1.26555,-0.652453,0.422633,30.2903,-0.121998,0.54463,0.2581,1.4839,1.7419,4.7742,1.0968,0.0645,6.4194,"Pure PG",8.01509
"Emmitt Matthews Jr.",Washington,P12,31,76.6,106.4,18.2,50.3,54.43,5.1,11.6,4.1,14.2,74,98,0.755,84,167,0.503,40,119,0.336,1.5,1.1,34.3,Sr,6-7,0,2.3753,107.019,2.1,2022,66226,all,64.6,0.44447509,60,96,24,71,0.6250,0.3380,26,31,0.8387,,105.506,101.944,2.78934,155.989,0.874844,1.19357,-0.318728,0.819145,32.0000,1.41247,-0.593329,1.5161,3.1935,4.7097,0.6452,0.6452,0.4516,11.6774,"Wing F",6.83488
"Austin Fadal","Eastern Washington",BSky,2,0.9,0,25.4,0,0,0,30.3,0,40.7,0,0,0,0,4,0,0,0,0,0,10.3,0,So,6-4,1,-1.66398,-1.81955,10.9,2022,66227,all,,1.49992499,0,2,0,2,0.0000,0.0000,0,0,,,81.164,81.1284,0.88249,4.18374,-22.4986,-23.8884,1.38977,-25.0294,5.6667,-27.7106,2.68118,0.0000,1.3333,1.3333,1.0000,0.6667,0.0000,0.0000,"Combo G",0
"Francisco Caffaro",Virginia,ACC,35,44,100.9,16.9,52.4,54.99,11.6,21.8,2.6,20.5,41,68,0.603,55,105,0.524,0,0,0,2.2,0.8,64.8,Jr,7-1,22,0.866929,99.5682,5.1,2022,66230,all,76.0,0.25002733,43,74,12,31,0.5811,0.3871,15,19,0.7895,,99.5099,94.648,1.99765,104.18,-1.68642,-1.91182,0.2254,-2.24843,17.6571,-2.34598,0.09755,1.5714,3.0571,4.6286,0.2286,0.2000,0.3143,4.3143,C,0
"Brendan Thiele",Army,Pat,7,2,75.3,21.6,35.7,41.54,4.8,15.2,0,23.2,2,3,0.667,1,4,0.25,1,3,0.333,10,0,42.9,Sr,6-5,2,-0.106028,75.9028,1.7,2022,66232,all,,0.50000000,1,3,0,1,0.3333,0.0000,0,0,,,103.289,104.779,0.253028,4.31602,-12.1123,-10.0062,-2.10611,-6.18479,3.7778,-3.09326,-3.09152,0.1111,0.6667,0.7778,0.1111,0.0000,0.2222,1.0000,"Stretch 4",7.3911
"Cameron Copeland","Austin Peay",OVC,27,56,96,21.6,46.7,48.62,5.7,14.7,14.2,16.5,22,30,0.733,56,129,0.434,29,84,0.345,1.2,3,14.1,Jr,6-7,24,0.966467,97.8064,2.9,2022,66233,all,,1.05130875,30,52,26,77,0.5769,0.3377,6,7,0.8571,,101.261,103.484,1.85589,117.908,0.31005,-0.567515,0.877565,0.586756,23.3103,0.309431,0.277326,1.2069,2.7586,3.9655,1.4138,1.0690,0.2414,8.5862,"Wing G",8.33151
"Carter Hendricksen","North Florida",ASun,20,48.8,91.1,26.5,41.7,46.63,4.6,14.8,12.8,16,46,53,0.868,36,89,0.404,40,141,0.284,1.8,1.1,23,Jr,6-7,3,1.29767,99.1123,2.3,2022,66234,all,,0.87808541,24,49,12,40,0.4898,0.3000,1,2,0.5000,,106.915,105.278,2.08577,94.5443,-2.31006,-0.63577,-1.67429,-0.507453,27.0000,0.839032,-1.34649,1.0455,3.9091,4.9545,1.6364,0.6364,0.5455,12.2273,"Stretch 4",14.9427
"Dorian James","North Florida",ASun,27,58.4,89,14.5,43.8,48.44,6.3,15.6,11.4,26.9,28,38,0.737,40,85,0.471,6,27,0.222,4.2,1.1,33.9,So,6-7,5,-0.282646,82.0053,3.5,2022,66235,all,,0.93749999,30,55,10,30,0.5455,0.3333,6,7,0.8571,,105.206,104.089,1.95651,122.144,-0.914875,-3.20671,2.29183,-2.33767,24.1000,-3.09461,0.756939,1.2333,3.4000,4.6333,1.5000,0.5000,1.0000,4.8000,PF/C,2.391
"Trevante Anderson",Idaho,BSky,29,78.6,94,28.1,46,51.73,2.9,15.1,23.3,22,113,154,0.734,98,217,0.452,35,110,0.318,0.3,1,47.1,Jr,6-1,4,1.61972,100.209,3.6,2022,66237,all,,1.07405491,75,152,23,65,0.4934,0.3538,0,0,,,112.973,114.842,1.36719,152.5,-4.32065,-1.25827,-3.06238,-4.51481,31.5161,-1.10505,-3.40976,0.8387,4.1935,5.0323,3.7419,0.5161,0.0968,14.3871,"Combo G",6.74968
"Dan Fotu","Saint Mary's",WCC,33,34.6,107.7,23.9,55.2,59.21,5.9,20.4,7.2,17.5,42,53,0.792,62,109,0.569,15,44,0.341,1.4,2,34.6,Sr,6-7,42,1.51833,116.965,3.9,2022,66238,all,,0.50000000,51,80,11,29,0.6375,0.3793,6,6,1.0000,,92.8366,88.7334,1.85657,88.1269,2.19249,0.542834,1.64965,4.28077,13.8529,2.02969,2.25109,0.6765,2.3235,3.0000,0.4706,0.4412,0.2059,6.2941,"Wing F",5.93962
"Matthias Tass","Saint Mary's",WCC,33,72.6,118,23.3,56,59.8,9.4,16.9,15.7,14.4,80,100,0.8,166,284,0.585,2,18,0.111,2.4,1.1,33.1,Sr,6-10,11,4.22704,127.33,3.5,2022,66240,all,80.6,1.33333333,115,178,51,106,0.6461,0.4811,15,18,0.8333,,95.1445,90.9393,3.66969,168.142,6.98122,3.65466,3.32656,6.50943,28.8824,4.02047,2.48896,2.1176,3.9706,6.0882,2.1176,0.5000,0.6765,12.6471,PF/C,1.15803
"Quinn Clinton","Saint Mary's",WCC,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jr,6-3,2,-0.641835,-7.11503,0,2022,66241,all,,,,,,,,,,,,,104.262,100.564,0.186025,0.214141,-0.586604,-1.8276,1.24099,-8.75571,2.0000,-7.92951,-0.826199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,PF/C,0
"Dane Goodwin","Notre Dame",ACC,34,83.2,119.6,18.1,60,62.15,3.4,13.1,7.9,9.7,51,62,0.823,103,192,0.536,67,147,0.456,0.3,1.2,18.3,Jr,6-6,23,4.10914,120.956,2,2022,66245,all,80.2,1.25709999,57,92,46,100,0.6196,0.4600,3,4,0.7500,,103.044,98.3432,3.35141,185.205,4.95622,4.19482,0.761399,5.00428,33.4571,4.33812,0.666164,0.9143,3.8000,4.7143,1.2571,0.6286,0.0857,13.5714,"Wing G",7.80901
"Malik Jefferson","Mount St. Mary's",NEC,23,48.5,97.1,18.4,47.4,50.12,11.7,20.7,8,21.3,24,35,0.686,65,137,0.474,0,0,0,4.9,1.8,25.5,Sr,6-9,42,0.627425,92.7827,3.4,2022,66246,all,,0.61113334,37,70,28,67,0.5286,0.4179,6,7,0.8571,,95.7368,97.8048,2.50177,117.94,-0.161273,-2.74595,2.58468,-0.615277,24.2083,-1.32576,0.710481,2.5417,4.0833,6.6250,0.9167,0.7083,1.0833,7.0833,C,0
"Dee Barnes","Southern Utah",BSky,21,11.9,95.5,16,41.1,44.65,2.3,10.6,4.5,9.2,7,9,0.778,8,17,0.471,7,28,0.25,0.7,1.5,20,Sr,6-4,13,0.0754601,88.3322,2.8,2022,66247,all,,1.00000000,7,11,1,6,0.6364,0.1667,3,3,1.0000,,105.773,107.101,0.516013,25.9387,-4.39378,-1.512,-2.88179,-3.7128,7.9130,-2.10536,-1.60745,0.1739,0.6957,0.8696,0.2609,0.1739,0.0435,3.0000,"Wing G",10.319
"Kris Wooten",Elon,CAA,30,46.5,84.9,10.6,40.7,42.84,0.4,9.9,6.1,16.1,9,12,0.75,5,14,0.357,23,83,0.277,0.4,0.7,12.4,Sr,6-2,10,-0.762314,73.5573,1.9,2022,66250,all,,1.31239998,3,5,2,9,0.6000,0.2222,0,0,,,112.673,110.204,1.10785,77.4156,-4.10061,-2.60765,-1.49297,-4.31134,18.6250,-2.9442,-1.36715,0.0625,1.4375,1.5000,0.6562,0.2500,0.0625,3.3125,"Wing G",8.87843
"Bryce Washington",Penn,Ivy,12,8.2,112.4,15.8,62.5,67.83,3.7,13.4,5.9,23.7,6,6,1,8,12,0.667,3,8,0.375,2.3,0,30,Sr,6-4,21,0.557661,106.105,2.2,2022,66251,all,49.8,0.50000000,6,9,2,3,0.6667,0.6667,0,0,,,112.109,111.731,0.420534,13.7693,-3.40269,-0.725225,-2.67747,-2.76536,7.7500,1.01542,-3.78079,0.2500,0.9167,1.1667,0.2500,0.0000,0.1667,2.5833,"Wing G",5.00365
"Anthony Crump","Northern Illinois",MAC,30,58.9,85.8,16.6,47.7,47.86,3.2,20.8,9.7,21.2,31,67,0.463,54,112,0.482,12,39,0.308,1.1,1.9,44.4,Sr,6-8,50,-0.472601,79.5896,4.1,2022,66252,all,,0.76745972,44,67,10,45,0.6567,0.2222,12,13,0.9231,,101.593,101.96,2.07796,140.649,-2.90803,-3.89451,0.986485,-3.28434,23.6667,-3.50749,0.223147,0.6667,4.1333,4.8000,1.1000,0.7667,0.2333,5.8333,"Wing F",3.20378
"Kyle Colvin","Cal Poly",BW,23,47.1,99.2,16.6,47.4,54.16,3.4,13.7,2.3,17.3,43,53,0.811,30,68,0.441,17,49,0.347,0.2,0.6,45.3,So,6-6,33,0.633505,93.5503,1.6,2022,66253,all,,0.23999232,16,35,14,33,0.4571,0.4242,0,0,,,105.969,109.115,1.41331,79.3335,-4.91624,-2.49437,-2.42187,-1.45128,22.2083,-0.225783,-1.2255,0.7083,2.7083,3.4167,0.2500,0.2500,0.0417,6.7083,"Wing G",5.8528
"Elijah Harkless",Oklahoma,B12,26,53,92.5,21.9,49.3,51.27,3.6,14.3,12.1,21.3,37,58,0.638,64,128,0.5,32,99,0.323,0.6,2.8,25.6,Sr,6-3,55,1.50028,100.512,2.8,2022,66255,all,,0.77586521,44,81,20,47,0.5432,0.4255,3,3,1.0000,,96.439,92.4036,3.46388,142.096,2.85322,0.616196,2.23703,2.18829,28.9615,0.377122,1.81117,0.7692,3.3462,4.1154,1.7308,1.3462,0.1538,10.0385,"Wing G",7.95053
"Darius Brown II","Cal St. Northridge",BW,7,13.7,89.4,17.2,39,43.33,0.7,13.9,16.8,16,6,6,1,10,27,0.37,4,14,0.286,0,2.8,14.6,Sr,6-2,10,0.186669,87.8254,2.6,2022,66256,all,,1.33333333,2,7,8,20,0.2857,0.4000,0,0,,,107.303,107.308,1.52406,26.6558,-4.85444,-2.79035,-2.0641,-2.63403,22.6250,-2.773,0.138976,0.1250,3.0000,3.1250,1.5000,0.8750,0.0000,5.6250,"Combo G",5.52536
"Brendan Harrick","Cal St. Northridge",BW,18,37,93.1,15.5,44.1,45.19,5.3,14.3,4.2,13.2,5,6,0.833,20,46,0.435,19,64,0.297,3.4,0.9,5.5,Jr,6-5,32,0.153884,87.2822,2.6,2022,66260,all,,0.73333335,16,25,4,21,0.6400,0.1905,0,0,,,109.73,112.307,1.21107,64.2715,-4.02872,-2.14593,-1.88279,-3.39507,22.9500,-1.16261,-2.23245,1.0000,2.5500,3.5500,0.5500,0.3000,0.7000,5.9500,"Stretch 4",9.35257
"James Manns","Wright St.",Horz,10,3.4,106.3,25.6,63.5,62.32,2.5,19.9,0,14.3,0,1,0,9,11,0.818,5,15,0.333,0,0,3.8,Sr,6-7,23,0.372496,108.208,4.3,2022,66262,all,,0.00000000,4,5,5,6,0.8000,0.8333,0,0,,,106.514,110.032,0.282745,7.63124,-11.4941,-1.89898,-9.59512,1.85397,4.8182,4.31596,-2.46199,0.2727,0.8182,1.0909,0.0000,0.0000,0.0000,3.1818,PF/C,18.0566
"Jeameril Wilson",Lehigh,Pat,31,69.5,101.3,21.8,59.2,60.14,2.9,16.9,16.5,22.4,36,54,0.667,101,176,0.574,36,86,0.419,1.9,0.7,20.6,Sr,6-7,1,1.43439,100.242,2.8,2022,66263,all,,0.88313526,53,87,48,89,0.6092,0.5393,5,6,0.8333,,105.054,109.866,1.68783,148.99,-1.63695,-0.574086,-1.06286,-0.724678,28.1250,0.594105,-1.31878,0.6250,4.1875,4.8125,2.1250,0.3438,0.7188,11.1875,"Wing F",5.83451
"Tyrone Perry",Lafayette,Pat,27,77,106.1,19.4,53.1,55.05,1.9,11.4,18.8,13.8,30,37,0.811,60,116,0.517,57,158,0.361,0.4,1.8,13.5,Sr,6-2,3,1.76258,100.754,2.1,2022,66264,all,,2.09995807,31,49,29,67,0.6327,0.4328,0,0,,,111.21,113.23,1.6196,138.256,-2.74399,0.356958,-3.10095,-2.3228,33.5714,-0.0217353,-2.30106,0.5357,3.2143,3.7500,3.0000,0.9643,0.1071,11.9286,"Combo G",10.5718
"Sean Good",Lafayette,Pat,2,1,62.5,14.6,100,100,9.7,10.2,0,69.8,0,0,0,1,1,1,0,0,0,9.2,0,0,Sr,6-10,13,-0.591938,56.9372,10,2022,66265,all,22.6,0.00000000,1,1,0,0,1.0000,,0,0,,,109.607,102.355,0.520778,1.9606,-12.419,-11.8353,-0.583691,-13.4381,6.0000,-11.3537,-2.08445,0.5000,0.5000,1.0000,0.0000,0.0000,0.5000,1.0000,C,0
"DeAndre Williams",Memphis,Amer,26,49.3,111.7,21.4,58.7,60.81,10.6,14.9,13.9,21.3,52,75,0.693,105,172,0.61,9,30,0.3,3.1,3,37.1,Sr,6-9,12,3.00781,119.987,4.6,2022,66266,all,60.0,0.84905566,77,111,28,61,0.6937,0.4590,22,23,0.9565,,94.5432,90.1471,3.23392,140.726,8.09896,4.58385,3.51511,6.93705,25.0385,3.98205,2.95499,2.2308,3.5385,5.7692,1.7308,1.3462,0.6538,11.1154,"Wing F",2.57871
"Nic Lynch",Lehigh,Pat,31,52.2,116.9,20.7,60.4,64.63,6.3,18,6.4,14.4,57,65,0.877,80,143,0.559,28,59,0.475,1.7,0.3,32.2,Sr,6-11,44,2.0881,114.183,4.3,2022,66267,all,,0.55887060,53,81,27,62,0.6543,0.4355,1,1,1.0000,,105.699,110.541,1.21942,108.647,-1.95062,0.896352,-2.84697,-0.69162,20.9688,1.46208,-2.1537,1.1250,3.3125,4.4375,0.5938,0.0938,0.4062,9.6875,"Stretch 4",5.32933
"Trey McGowens",Nebraska,B10,17,34.9,92.2,16.3,44.9,49.76,3.5,13.1,10.2,19.5,36,58,0.621,29,69,0.42,7,19,0.368,1,3.3,65.9,Jr,6-4,2,0.626938,92.1188,4.2,2022,66273,all,81.2,1.00000000,21,45,8,24,0.4667,0.3333,2,4,0.5000,,104.588,98.7052,2.66205,94.6201,1.36753,-0.588616,1.95615,0.449771,26.7647,-1.47178,1.92155,0.8235,3.2353,4.0588,1.5294,1.5882,0.2353,6.7647,"Wing G",2.32256
"Ladarius Marshall","Alcorn St.",SWAC,30,18.3,94.3,13.4,40,47.23,11.3,19.7,0.7,20.6,17,25,0.68,16,39,0.41,0,1,0,6.3,0.7,62.5,Jr,6-7,23,-0.00791552,85.0935,5.6,2022,66276,all,,0.08325000,15,24,2,16,0.6250,0.1250,10,10,1.0000,,101.601,104.392,0.661556,47.9642,-4.67747,-4.49371,-0.183756,-4.25425,8.3667,-3.7601,-0.494152,0.8667,1.3667,2.2333,0.0333,0.1000,0.4667,1.6333,PF/C,0.230942
"Kristian Sjolund",Portland,WCC,30,45.2,103.2,18.9,50.5,52.51,5.7,15.9,6,11.4,25,35,0.714,33,59,0.559,42,131,0.321,3,1.1,18.4,Jr,6-8,12,1.05016,100.995,3.8,2022,66277,all,58.6,0.77265453,20,34,13,25,0.5882,0.5200,11,14,0.7857,,102.445,102.359,1.68072,114.055,0.234367,0.772351,-0.537984,-0.389056,19.3125,0.498173,-0.887228,0.9375,2.7500,3.6875,0.5312,0.4062,0.5312,7.3438,PF/C,12.8037
"Kam Gibson",Vermont,AE,23,26.3,97.6,19.6,47.7,49.05,1.2,12.9,7.6,9.9,16,28,0.571,17,40,0.425,23,68,0.338,0.3,0.9,25.9,Sr,6-3,4,0.499959,94.9153,2.1,2022,66280,all,,1.33340001,8,17,9,23,0.4706,0.3913,0,0,,,97.1263,100.83,1.38977,57.1162,-2.59743,-0.946147,-1.65129,-1.33979,15.2500,-0.812148,-0.527647,0.1250,1.5833,1.7083,0.6667,0.2083,0.0417,5.4167,"Wing G",12.0228
"Jake Stephens",VMI,SC,27,80.8,124.5,26.3,65.4,68.43,6.1,22.6,21.8,16.7,110,138,0.797,116,198,0.586,71,142,0.5,6.9,0.9,40.6,Sr,6-11,34,5.80602,133.634,2.6,2022,66281,all,,1.35134685,91,147,25,51,0.6190,0.4902,6,6,1.0000,,105.639,104.689,2.72818,206.431,8.34774,5.9751,2.37263,9.40863,32.5806,8.34211,1.06652,1.7097,7.2258,8.9355,3.2258,0.5161,1.9677,19.1935,PF/C,8.67857
"Ryan Larson",Wofford,SC,30,83.2,109.1,16.1,53.9,57.14,0.4,14.2,20,21.2,40,49,0.816,27,54,0.5,56,152,0.368,0.4,2.3,23.8,Sr,6-1,11,1.86253,101.49,1.9,2022,66283,all,,2.05360004,16,26,11,28,0.6154,0.3929,0,0,,,103.279,101.644,2.97201,174.252,1.47428,0.814453,0.659824,1.20004,32.4375,0.318373,0.881672,0.0938,3.4062,3.5000,3.5938,1.2812,0.0938,8.8438,"Combo G",9.45488
"Isaiah Bigelow",Wofford,SC,29,58.2,108.7,20.2,47.8,52.7,5.9,23.7,11.4,13.2,49,58,0.845,40,75,0.533,38,128,0.297,1.2,1,28.6,Jr,6-7,4,1.82785,107.254,3.8,2022,66285,all,,1.27271021,32,53,8,22,0.6038,0.3636,5,10,0.5000,,103.327,101.8,2.13545,121.548,-0.0419131,0.424399,-0.466312,-0.442777,23.7742,0.400604,-0.843382,1.1613,4.3226,5.4839,1.3548,0.4194,0.1935,8.2903,"Stretch 4",11.3821
"Messiah Jones",Wofford,SC,3,4.9,124.2,25.8,57.1,60.19,13.6,9.5,12.5,8.2,7,10,0.7,12,20,0.6,0,1,0,0,3.1,47.6,Jr,6-6,25,3.30838,133.848,5.4,2022,66286,all,,1.74999994,12,19,0,1,0.6316,0.0000,1,2,0.5000,,102.585,106.176,1.44624,10.5391,2.75048,4.00224,-1.25175,6.66437,18.4000,4.68145,1.98292,2.0000,1.8000,3.8000,1.4000,0.8000,1.0000,9.4000,PF/C,1.05618
"Kris Monroe","North Carolina Central",MEAC,26,73.8,100.8,17.3,55.7,56.54,5.6,17.1,6.5,22.9,21,32,0.656,67,119,0.563,40,109,0.367,1.8,1.1,14,Sr,6-8,2,1.11145,95.8238,4.3,2022,66287,all,35.4,0.50000000,51,69,19,54,0.7391,0.3519,3,4,0.7500,,102.13,107.844,2.0755,145.784,-2.01689,-0.864143,-1.15275,-2.32316,29.8667,-0.693142,-1.63002,1.6000,4.5000,6.1000,1.0000,0.5333,0.3667,10.7667,"Stretch 4",7.58914
"SK Shittu","Central Arkansas",ASun,11,6.4,79.9,11,42.9,38.9,2.9,15.1,4.5,13.4,0,3,0,3,9,0.333,2,5,0.4,2.7,1.5,21.4,Sr,6-9,0,-0.374816,69.526,4.8,2022,66288,all,,1.00000000,1,2,2,7,0.5000,0.2857,0,0,,,112.795,109.712,0.417738,13.575,-5.71996,-4.24785,-1.47211,-5.24204,6.8182,-4.25962,-0.982426,0.1818,0.9091,1.0909,0.1818,0.1818,0.1818,1.0909,"Stretch 4",3.68281
